marker,LG,position,TIG,position,bp,Mbp,,,,LG
TIG004_1092317,LG2,144.3,TIG004,1092317,6930420,6.93042,,,,
TIG004_912352,LG2,146.6,TIG004,912352,7110385,7.110385,,,,
TIG004_863123,LG2,146.6,TIG004,863123,7159614,7.159614,,,,
TIG004_836838,LG2,146.6,TIG004,836838,7185899,7.185899,,,,
TIG004_696004,LG2,146.6,TIG004,696004,7326733,7.326733,,,,
TIG004_511900,LG2,146.6,TIG004,511900,7510837,7.510837,,,,
TIG004_511887,LG2,146.6,TIG004,511887,7510850,7.51085,,,,
TIG004_510343,LG2,146.6,TIG004,510343,7512394,7.512394,,,,
TIG004_510331,LG2,146.6,TIG004,510331,7512406,7.512406,,,,
TIG004_509192,LG2,146.6,TIG004,509192,7513545,7.513545,,,,
TIG004_503219,LG2,146.6,TIG004,503219,7519518,7.519518,,,,
TIG004_503202,LG2,146.6,TIG004,503202,7519535,7.519535,,,,
TIG004_496427,LG2,146.6,TIG004,496427,7526310,7.52631,,,,
TIG004_481440,LG2,146.6,TIG004,481440,7541297,7.541297,,,,
TIG004_481411,LG2,146.6,TIG004,481411,7541326,7.541326,,,,
TIG004_462283,LG2,146.6,TIG004,462283,7560454,7.560454,,,,
TIG004_461313,LG2,146.6,TIG004,461313,7561424,7.561424,,,,
TIG004_201800,LG2,155.7,TIG004,201800,7820937,7.820937,,,,
TIG004_183204,LG2,156.8,TIG004,183204,7839533,7.839533,,,,
TIG004_70106,LG2,156.8,TIG004,70106,7952631,7.952631,,,,
TIG004_70003,LG2,156.8,TIG004,70003,7952734,7.952734,,,,
TIG004_69986,LG2,156.8,TIG004,69986,7952751,7.952751,,,,
TIG004_42030,LG2,156.8,TIG004,42030,7980707,7.980707,,,,
ENDOFTIG,LG2,NA,TIG004,0,8022737,8.022737,,,,
TIG021_582025,LG3a,0,TIG021,582025,30248,0.030248,,,,
TIG021_547541,LG3a,0,TIG021,547541,64732,0.064732,,,,
TIG021_541080,LG3a,0,TIG021,541080,71193,0.071193,,,,
TIG021_532010,LG3a,0,TIG021,532010,80263,0.080263,,,,
TIG021_531652,LG3a,0,TIG021,531652,80621,0.080621,,,,
TIG021_531637,LG3a,0,TIG021,531637,80636,0.080636,,,,
TIG021_463255,LG3a,0,TIG021,463255,149018,0.149018,,,,
TIG021_462095,LG3a,0,TIG021,462095,150178,0.150178,,,,
TIG021_86910,LG3a,2.272727273,TIG021,86910,525363,0.525363,,,,
TIG021_86888,LG3a,2.272727273,TIG021,86888,525385,0.525385,,,,
ENDOFTIG,LG3a,NA,TIG021,0,612273,0.612273,,,,
TIG116_62089,LG3b,0,TIG116,62089,62089,0.062089,,,,
TIG116_187305,LG3b,11.36363636,TIG116,187305,187305,0.187305,,,,
TIG116_187321,LG3b,11.36363636,TIG116,187321,187321,0.187321,,,,
TIG116_195722,LG3b,11.36363636,TIG116,195722,195722,0.195722,,,,
TIG116_195762,LG3b,11.36363636,TIG116,195762,195762,0.195762,,,,
TIG116_195941,LG3b,11.36363636,TIG116,195941,195941,0.195941,,,,
TIG116_195949,LG3b,11.36363636,TIG116,195949,195949,0.195949,,,,
TIG116_201867,LG3b,11.36363636,TIG116,201867,201867,0.201867,,,,
TIG116_201903,LG3b,11.36363636,TIG116,201903,201903,0.201903,,,,
TIG116_201907,LG3b,11.36363636,TIG116,201907,201907,0.201907,,,,
TIG116_201910,LG3b,11.36363636,TIG116,201910,201910,0.20191,,,,
TIG116_201919,LG3b,11.36363636,TIG116,201919,201919,0.201919,,,,
TIG116_204196,LG3b,11.36363636,TIG116,204196,204196,0.204196,,,,
TIG116_204411,LG3b,11.36363636,TIG116,204411,204411,0.204411,,,,
TIG116_248013,LG3b,11.36363636,TIG116,248013,248013,0.248013,,,,
TIG116_248154,LG3b,11.36363636,TIG116,248154,248154,0.248154,,,,
TIG116_248156,LG3b,11.36363636,TIG116,248156,248156,0.248156,,,,
TIG116_248274,LG3b,11.36363636,TIG116,248274,248274,0.248274,,,,
TIG116_248284,LG3b,11.36363636,TIG116,248284,248284,0.248284,,,,
TIG116_248457,LG3b,11.36363636,TIG116,248457,248457,0.248457,,,,
TIG116_248494,LG3b,11.36363636,TIG116,248494,248494,0.248494,,,,
TIG116_320674,LG3b,11.36363636,TIG116,320674,320674,0.320674,,,,
TIG116_320898,LG3b,11.36363636,TIG116,320898,320898,0.320898,,,,
TIG116_326734,LG3b,11.36363636,TIG116,326734,326734,0.326734,,,,
TIG116_332739,LG3b,11.36363636,TIG116,332739,332739,0.332739,,,,
TIG116_332918,LG3b,11.36363636,TIG116,332918,332918,0.332918,,,,
TIG116_336034,LG3b,11.36363636,TIG116,336034,336034,0.336034,,,,
TIG116_344033,LG3b,11.36363636,TIG116,344033,344033,0.344033,,,,
TIG116_344062,LG3b,11.36363636,TIG116,344062,344062,0.344062,,,,
TIG116_347568,LG3b,11.36363636,TIG116,347568,347568,0.347568,,,,
TIG116_367145,LG3b,11.36363636,TIG116,367145,367145,0.367145,,,,
TIG116_367152,LG3b,11.36363636,TIG116,367152,367152,0.367152,,,,
TIG116_367160,LG3b,11.36363636,TIG116,367160,367160,0.36716,,,,
TIG116_367191,LG3b,11.36363636,TIG116,367191,367191,0.367191,,,,
TIG116_367214,LG3b,11.36363636,TIG116,367214,367214,0.367214,,,,
TIG116_367247,LG3b,11.36363636,TIG116,367247,367247,0.367247,,,,
TIG116_367287,LG3b,11.36363636,TIG116,367287,367287,0.367287,,,,
TIG116_367310,LG3b,11.36363636,TIG116,367310,367310,0.36731,,,,
TIG116_379437,LG3b,12.5,TIG116,379437,379437,0.379437,,,,
TIG116_417696,LG3b,15.90909091,TIG116,417696,417696,0.417696,,,,
TIG116_475881,LG3b,27.27272727,TIG116,475881,475881,0.475881,,,,
TIG116_561998,LG3b,27.27272727,TIG116,561998,561998,0.561998,,,,
TIG116_628840,LG3b,28.40909091,TIG116,628840,628840,0.62884,,,,
TIG116_628861,LG3b,28.40909091,TIG116,628861,628861,0.628861,,,,
TIG116_650530,LG3b,28.40909091,TIG116,650530,650530,0.65053,,,,
TIG116_650582,LG3b,28.40909091,TIG116,650582,650582,0.650582,,,,
TIG116_692253,LG3b,28.40909091,TIG116,692253,692253,0.692253,,,,
TIG116_726941,LG3b,28.40909091,TIG116,726941,726941,0.726941,,,,
TIG116_726976,LG3b,28.40909091,TIG116,726976,726976,0.726976,,,,
TIG116_727004,LG3b,28.40909091,TIG116,727004,727004,0.727004,,,,
TIG116_727046,LG3b,28.40909091,TIG116,727046,727046,0.727046,,,,
TIG116_727134,LG3b,28.40909091,TIG116,727134,727134,0.727134,,,,
TIG116_727197,LG3b,28.40909091,TIG116,727197,727197,0.727197,,,,
TIG116_727215,LG3b,28.40909091,TIG116,727215,727215,0.727215,,,,
TIG116_727236,LG3b,28.40909091,TIG116,727236,727236,0.727236,,,,
TIG116_727364,LG3b,28.40909091,TIG116,727364,727364,0.727364,,,,
TIG116_727487,LG3b,28.40909091,TIG116,727487,727487,0.727487,,,,
TIG116_727595,LG3b,28.40909091,TIG116,727595,727595,0.727595,,,,
TIG116_727668,LG3b,28.40909091,TIG116,727668,727668,0.727668,,,,
TIG116_796303,LG3b,29.54545455,TIG116,796303,796303,0.796303,,,,
TIG116_796442,LG3b,29.54545455,TIG116,796442,796442,0.796442,,,,
TIG116_900736,LG3b,72.72727273,TIG116,900736,900736,0.900736,,,,
TIG116_925849,LG3b,77.27272727,TIG116,925849,925849,0.925849,,,,
TIG116_983348,LG3b,77.27272727,TIG116,983348,983348,0.983348,,,,
TIG116_983390,LG3b,77.27272727,TIG116,983390,983390,0.98339,,,,
TIG116_983396,LG3b,77.27272727,TIG116,983396,983396,0.983396,,,,
TIG116_988723,LG3b,78.40909091,TIG116,988723,988723,0.988723,,,,
TIG116_988726,LG3b,78.40909091,TIG116,988726,988726,0.988726,,,,
TIG116_988739,LG3b,78.40909091,TIG116,988739,988739,0.988739,,,,
TIG116_988743,LG3b,78.40909091,TIG116,988743,988743,0.988743,,,,
TIG116_988777,LG3b,78.40909091,TIG116,988777,988777,0.988777,,,,
TIG116_988800,LG3b,78.40909091,TIG116,988800,988800,0.9888,,,,
TIG116_988944,LG3b,78.40909091,TIG116,988944,988944,0.988944,,,,
TIG116_999438,LG3b,78.40909091,TIG116,999438,999438,0.999438,,,,
TIG116_1023193,LG3b,79.54545455,TIG116,1023193,1023193,1.023193,,,,
TIG116_1026633,LG3b,79.54545455,TIG116,1026633,1026633,1.026633,,,,
TIG116_1038617,LG3b,79.54545455,TIG116,1038617,1038617,1.038617,,,,
TIG116_1062612,LG3b,80.68181818,TIG116,1062612,1062612,1.062612,,,,
TIG116_1062682,LG3b,80.68181818,TIG116,1062682,1062682,1.062682,,,,
TIG116_1062721,LG3b,80.68181818,TIG116,1062721,1062721,1.062721,,,,
TIG116_1144112,LG3b,80.68181818,TIG116,1144112,1144112,1.144112,,,,
TIG116_1181399,LG3b,80.68181818,TIG116,1181399,1181399,1.181399,,,,
TIG116_1183418,LG3b,80.68181818,TIG116,1183418,1183418,1.183418,,,,
TIG116_1207376,LG3b,80.68181818,TIG116,1207376,1207376,1.207376,,,,
TIG116_1207405,LG3b,80.68181818,TIG116,1207405,1207405,1.207405,,,,
TIG116_1207469,LG3b,80.68181818,TIG116,1207469,1207469,1.207469,,,,
TIG116_1209492,LG3b,80.68181818,TIG116,1209492,1209492,1.209492,,,,
TIG116_1209571,LG3b,80.68181818,TIG116,1209571,1209571,1.209571,,,,
TIG116_1209612,LG3b,80.68181818,TIG116,1209612,1209612,1.209612,,,,
TIG116_1209619,LG3b,80.68181818,TIG116,1209619,1209619,1.209619,,,,
TIG116_1217116,LG3b,80.68181818,TIG116,1217116,1217116,1.217116,,,,
TIG116_1217125,LG3b,80.68181818,TIG116,1217125,1217125,1.217125,,,,
TIG116_1247831,LG3b,80.68181818,TIG116,1247831,1247831,1.247831,,,,
TIG116_1253161,LG3b,80.68181818,TIG116,1253161,1253161,1.253161,,,,
TIG116_1253217,LG3b,80.68181818,TIG116,1253217,1253217,1.253217,,,,
TIG116_1253224,LG3b,80.68181818,TIG116,1253224,1253224,1.253224,,,,
TIG116_1262739,LG3b,80.68181818,TIG116,1262739,1262739,1.262739,,,,
TIG116_1262744,LG3b,80.68181818,TIG116,1262744,1262744,1.262744,,,,
TIG116_1262828,LG3b,80.68181818,TIG116,1262828,1262828,1.262828,,,,
TIG116_1297550,LG3b,80.68181818,TIG116,1297550,1297550,1.29755,,,,
TIG116_1298648,LG3b,80.68181818,TIG116,1298648,1298648,1.298648,,,,
TIG116_1298661,LG3b,80.68181818,TIG116,1298661,1298661,1.298661,,,,
TIG116_1312576,LG3b,80.68181818,TIG116,1312576,1312576,1.312576,,,,
TIG116_1312613,LG3b,80.68181818,TIG116,1312613,1312613,1.312613,,,,
TIG116_1356596,LG3b,80.68181818,TIG116,1356596,1356596,1.356596,,,,
TIG116_1403816,LG3b,80.68181818,TIG116,1403816,1403816,1.403816,,,,
TIG116_1403852,LG3b,80.68181818,TIG116,1403852,1403852,1.403852,,,,
TIG116_1403900,LG3b,80.68181818,TIG116,1403900,1403900,1.4039,,,,
TIG116_1469827,LG3b,80.68181818,TIG116,1469827,1469827,1.469827,,,,
TIG116_1470076,LG3b,80.68181818,TIG116,1470076,1470076,1.470076,,,,
TIG116_1494331,LG3b,80.68181818,TIG116,1494331,1494331,1.494331,,,,
TIG116_1494365,LG3b,80.68181818,TIG116,1494365,1494365,1.494365,,,,
TIG116_1500729,LG3b,80.68181818,TIG116,1500729,1500729,1.500729,,,,
TIG116_1500750,LG3b,80.68181818,TIG116,1500750,1500750,1.50075,,,,
TIG116_1500758,LG3b,80.68181818,TIG116,1500758,1500758,1.500758,,,,
TIG116_1500759,LG3b,80.68181818,TIG116,1500759,1500759,1.500759,,,,
TIG116_1500881,LG3b,80.68181818,TIG116,1500881,1500881,1.500881,,,,
TIG116_1506601,LG3b,80.68181818,TIG116,1506601,1506601,1.506601,,,,
TIG116_1506609,LG3b,80.68181818,TIG116,1506609,1506609,1.506609,,,,
TIG116_1506649,LG3b,80.68181818,TIG116,1506649,1506649,1.506649,,,,
TIG116_1506663,LG3b,80.68181818,TIG116,1506663,1506663,1.506663,,,,
TIG116_1514483,LG3b,80.68181818,TIG116,1514483,1514483,1.514483,,,,
TIG116_1578217,LG3b,80.68181818,TIG116,1578217,1578217,1.578217,,,,
TIG116_1603110,LG3b,80.68181818,TIG116,1603110,1603110,1.60311,,,,
TIG116_1765601,LG3b,92.04545455,TIG116,1765601,1765601,1.765601,,,,
TIG116_1765713,LG3b,92.04545455,TIG116,1765713,1765713,1.765713,,,,
TIG116_1765724,LG3b,92.04545455,TIG116,1765724,1765724,1.765724,,,,
TIG116_1765781,LG3b,92.04545455,TIG116,1765781,1765781,1.765781,,,,
TIG116_1788629,LG3b,92.04545455,TIG116,1788629,1788629,1.788629,,,,
TIG116_1809009,LG3b,92.04545455,TIG116,1809009,1809009,1.809009,,,,
TIG116_1826174,LG3b,92.04545455,TIG116,1826174,1826174,1.826174,,,,
TIG116_1826284,LG3b,92.04545455,TIG116,1826284,1826284,1.826284,,,,
TIG116_1826347,LG3b,92.04545455,TIG116,1826347,1826347,1.826347,,,,
TIG116_1897166,LG3b,92.04545455,TIG116,1897166,1897166,1.897166,,,,
TIG116_1897233,LG3b,92.04545455,TIG116,1897233,1897233,1.897233,,,,
TIG116_1897239,LG3b,92.04545455,TIG116,1897239,1897239,1.897239,,,,
TIG116_1932853,LG3b,92.04545455,TIG116,1932853,1932853,1.932853,,,,
TIG116_1933119,LG3b,92.04545455,TIG116,1933119,1933119,1.933119,,,,
TIG116_1934373,LG3b,92.04545455,TIG116,1934373,1934373,1.934373,,,,
TIG116_1954100,LG3b,92.04545455,TIG116,1954100,1954100,1.9541,,,,
TIG116_1954219,LG3b,92.04545455,TIG116,1954219,1954219,1.954219,,,,
TIG116_1977750,LG3b,92.04545455,TIG116,1977750,1977750,1.97775,,,,
TIG116_2013499,LG3b,92.04545455,TIG116,2013499,2013499,2.013499,,,,
TIG116_2154510,LG3b,94.31818182,TIG116,2154510,2154510,2.15451,,,,
TIG116_2154566,LG3b,94.31818182,TIG116,2154566,2154566,2.154566,,,,
TIG116_2154720,LG3b,94.31818182,TIG116,2154720,2154720,2.15472,,,,
TIG116_2154738,LG3b,94.31818182,TIG116,2154738,2154738,2.154738,,,,
TIG116_2154747,LG3b,94.31818182,TIG116,2154747,2154747,2.154747,,,,
TIG116_2154788,LG3b,94.31818182,TIG116,2154788,2154788,2.154788,,,,
TIG116_2154871,LG3b,94.31818182,TIG116,2154871,2154871,2.154871,,,,
TIG116_2154966,LG3b,94.31818182,TIG116,2154966,2154966,2.154966,,,,
TIG116_2154989,LG3b,94.31818182,TIG116,2154989,2154989,2.154989,,,,
TIG116_2154995,LG3b,94.31818182,TIG116,2154995,2154995,2.154995,,,,
TIG116_2155006,LG3b,94.31818182,TIG116,2155006,2155006,2.155006,,,,
TIG116_2248554,LG3b,97.72727273,TIG116,2248554,2248554,2.248554,,,,
TIG116_2249389,LG3b,97.72727273,TIG116,2249389,2249389,2.249389,,,,
TIG116_2267067,LG3b,97.72727273,TIG116,2267067,2267067,2.267067,,,,
TIG116_2410974,LG3b,97.72727273,TIG116,2410974,2410974,2.410974,,,,
TIG116_2491837,LG3b,97.72727273,TIG116,2491837,2491837,2.491837,,,,
TIG116_2491844,LG3b,97.72727273,TIG116,2491844,2491844,2.491844,,,,
TIG116_2545470,LG3b,97.72727273,TIG116,2545470,2545470,2.54547,,,,
TIG116_2545510,LG3b,97.72727273,TIG116,2545510,2545510,2.54551,,,,
TIG116_2545517,LG3b,97.72727273,TIG116,2545517,2545517,2.545517,,,,
TIG116_2545547,LG3b,97.72727273,TIG116,2545547,2545547,2.545547,,,,
TIG116_2545712,LG3b,97.72727273,TIG116,2545712,2545712,2.545712,,,,
TIG116_2545735,LG3b,97.72727273,TIG116,2545735,2545735,2.545735,,,,
TIG116_2564425,LG3b,97.72727273,TIG116,2564425,2564425,2.564425,,,,
TIG116_2564433,LG3b,97.72727273,TIG116,2564433,2564433,2.564433,,,,
TIG116_2564442,LG3b,97.72727273,TIG116,2564442,2564442,2.564442,,,,
TIG116_2564449,LG3b,97.72727273,TIG116,2564449,2564449,2.564449,,,,
TIG116_2683025,LG3b,98.86363636,TIG116,2683025,2683025,2.683025,,,,
TIG116_2693614,LG3b,98.86363636,TIG116,2693614,2693614,2.693614,,,,
TIG116_2693664,LG3b,98.86363636,TIG116,2693664,2693664,2.693664,,,,
TIG116_2706181,LG3b,98.86363636,TIG116,2706181,2706181,2.706181,,,,
TIG116_2890055,LG3b,100,TIG116,2890055,2890055,2.890055,,,,
TIG116_2890214,LG3b,100,TIG116,2890214,2890214,2.890214,,,,
TIG116_3068225,LG3b,101.1363636,TIG116,3068225,3068225,3.068225,,,,
TIG116_3068260,LG3b,101.1363636,TIG116,3068260,3068260,3.06826,,,,
TIG116_3155207,LG3b,101.1363636,TIG116,3155207,3155207,3.155207,,,,
TIG116_3156559,LG3b,101.1363636,TIG116,3156559,3156559,3.156559,,,,
TIG116_3301765,LG3b,101.1363636,TIG116,3301765,3301765,3.301765,,,,
TIG116_3339084,LG3b,102.2727273,TIG116,3339084,3339084,3.339084,,,,
TIG116_3339124,LG3b,102.2727273,TIG116,3339124,3339124,3.339124,,,,
TIG116_3631312,LG3b,112.5,TIG116,3631312,3631312,3.631312,,,,
TIG116_3635066,LG3b,112.5,TIG116,3635066,3635066,3.635066,,,,
TIG116_3635120,LG3b,112.5,TIG116,3635120,3635120,3.63512,,,,
TIG116_3738041,LG3b,112.5,TIG116,3738041,3738041,3.738041,,,,
TIG116_3738103,LG3b,112.5,TIG116,3738103,3738103,3.738103,,,,
TIG116_3907119,LG3b,112.5,TIG116,3907119,3907119,3.907119,,,,
TIG116_3907166,LG3b,112.5,TIG116,3907166,3907166,3.907166,,,,
TIG116_4025204,LG3b,122.7272727,TIG116,4025204,4025204,4.025204,,,,
TIG116_4025280,LG3b,122.7272727,TIG116,4025280,4025280,4.02528,,,,
TIG116_4025316,LG3b,122.7272727,TIG116,4025316,4025316,4.025316,,,,
TIG116_4131264,LG3b,122.7272727,TIG116,4131264,4131264,4.131264,,,,
TIG116_4131400,LG3b,122.7272727,TIG116,4131400,4131400,4.1314,,,,
ENDOFTIG,LG3b,NA,TIG116,0,4155742,4.155742,,,,
TIG123_1477698,LG4,0,TIG123,1477698,229561,0.229561,,,,
TIG123_1456135,LG4,0,TIG123,1456135,251124,0.251124,,,,
TIG123_1456087,LG4,0,TIG123,1456087,251172,0.251172,,,,
TIG123_1456010,LG4,0,TIG123,1456010,251249,0.251249,,,,
TIG123_1455371,LG4,0,TIG123,1455371,251888,0.251888,,,,
TIG123_1455361,LG4,0,TIG123,1455361,251898,0.251898,,,,
TIG123_1455338,LG4,0,TIG123,1455338,251921,0.251921,,,,
TIG123_1455247,LG4,0,TIG123,1455247,252012,0.252012,,,,
TIG123_1455240,LG4,0,TIG123,1455240,252019,0.252019,,,,
TIG123_1429358,LG4,0,TIG123,1429358,277901,0.277901,,,,
TIG123_1429336,LG4,0,TIG123,1429336,277923,0.277923,,,,
TIG123_1429294,LG4,0,TIG123,1429294,277965,0.277965,,,,
TIG123_1406612,LG4,1.136363636,TIG123,1406612,300647,0.300647,,,,
TIG123_1406551,LG4,1.136363636,TIG123,1406551,300708,0.300708,,,,
TIG123_1015723,LG4,5.681818182,TIG123,1015723,691536,0.691536,,,,
TIG123_1015697,LG4,5.681818182,TIG123,1015697,691562,0.691562,,,,
TIG123_942669,LG4,5.681818182,TIG123,942669,764590,0.76459,,,,
TIG123_917485,LG4,5.681818182,TIG123,917485,789774,0.789774,,,,
TIG123_911641,LG4,5.681818182,TIG123,911641,795618,0.795618,,,,
TIG123_911640,LG4,5.681818182,TIG123,911640,795619,0.795619,,,,
TIG123_911613,LG4,5.681818182,TIG123,911613,795646,0.795646,,,,
TIG123_853337,LG4,5.681818182,TIG123,853337,853922,0.853922,,,,
TIG123_853322,LG4,5.681818182,TIG123,853322,853937,0.853937,,,,
TIG123_795395,LG4,5.681818182,TIG123,795395,911864,0.911864,,,,
TIG123_795376,LG4,5.681818182,TIG123,795376,911883,0.911883,,,,
TIG123_795359,LG4,5.681818182,TIG123,795359,911900,0.9119,,,,
TIG123_795297,LG4,5.681818182,TIG123,795297,911962,0.911962,,,,
TIG123_795268,LG4,5.681818182,TIG123,795268,911991,0.911991,,,,
TIG123_778673,LG4,5.681818182,TIG123,778673,928586,0.928586,,,,
TIG123_684278,LG4,20.45454545,TIG123,684278,1022981,1.022981,,,,
TIG123_684238,LG4,20.45454545,TIG123,684238,1023021,1.023021,,,,
TIG123_437993,LG4,23.86363636,TIG123,437993,1269266,1.269266,,,,
TIG123_437934,LG4,23.86363636,TIG123,437934,1269325,1.269325,,,,
TIG123_363403,LG4,23.86363636,TIG123,363403,1343856,1.343856,,,,
TIG123_336785,LG4,23.86363636,TIG123,336785,1370474,1.370474,,,,
TIG123_200103,LG4,39.77272727,TIG123,200103,1507156,1.507156,,,,
TIG123_183977,LG4,40.90909091,TIG123,183977,1523282,1.523282,,,,
TIG123_180646,LG4,40.90909091,TIG123,180646,1526613,1.526613,,,,
TIG123_180436,LG4,40.90909091,TIG123,180436,1526823,1.526823,,,,
TIG123_172681,LG4,40.90909091,TIG123,172681,1534578,1.534578,,,,
TIG123_134350,LG4,40.90909091,TIG123,134350,1572909,1.572909,,,,
ENDOFTIG,LG4,NA,TIG123,0,1707259,1.707259,,,,
TIG006_138943,LG4,47.72727273,TIG006,138943,1846202,1.846202,,,,
TIG006_140083,LG4,47.72727273,TIG006,140083,1847342,1.847342,,,,
TIG006_149780,LG4,47.72727273,TIG006,149780,1857039,1.857039,,,,
TIG006_149846,LG4,47.72727273,TIG006,149846,1857105,1.857105,,,,
TIG006_178179,LG4,47.72727273,TIG006,178179,1885438,1.885438,,,,
TIG006_178202,LG4,47.72727273,TIG006,178202,1885461,1.885461,,,,
TIG006_178211,LG4,47.72727273,TIG006,178211,1885470,1.88547,,,,
TIG006_338148,LG4,47.72727273,TIG006,338148,2045407,2.045407,,,,
TIG006_428395,LG4,47.72727273,TIG006,428395,2135654,2.135654,,,,
TIG006_518769,LG4,47.72727273,TIG006,518769,2226028,2.226028,,,,
TIG006_596161,LG4,51.13636364,TIG006,596161,2303420,2.30342,,,,
TIG006_735258,LG4,51.13636364,TIG006,735258,2442517,2.442517,,,,
TIG006_755583,LG4,51.13636364,TIG006,755583,2462842,2.462842,,,,
TIG006_756501,LG4,51.13636364,TIG006,756501,2463760,2.46376,,,,
TIG006_756615,LG4,51.13636364,TIG006,756615,2463874,2.463874,,,,
TIG006_790338,LG4,73.86363636,TIG006,790338,2497597,2.497597,,,,
TIG006_790382,LG4,73.86363636,TIG006,790382,2497641,2.497641,,,,
TIG006_790498,LG4,73.86363636,TIG006,790498,2497757,2.497757,,,,
TIG006_790510,LG4,73.86363636,TIG006,790510,2497769,2.497769,,,,
TIG006_790516,LG4,73.86363636,TIG006,790516,2497775,2.497775,,,,
TIG006_790598,LG4,73.86363636,TIG006,790598,2497857,2.497857,,,,
TIG006_790615,LG4,73.86363636,TIG006,790615,2497874,2.497874,,,,
TIG006_790643,LG4,73.86363636,TIG006,790643,2497902,2.497902,,,,
TIG006_790662,LG4,73.86363636,TIG006,790662,2497921,2.497921,,,,
TIG006_807307,LG4,73.86363636,TIG006,807307,2514566,2.514566,,,,
TIG006_807316,LG4,73.86363636,TIG006,807316,2514575,2.514575,,,,
TIG006_808957,LG4,73.86363636,TIG006,808957,2516216,2.516216,,,,
TIG006_808999,LG4,73.86363636,TIG006,808999,2516258,2.516258,,,,
TIG006_813929,LG4,73.86363636,TIG006,813929,2521188,2.521188,,,,
TIG006_822774,LG4,73.86363636,TIG006,822774,2530033,2.530033,,,,
TIG006_826936,LG4,73.86363636,TIG006,826936,2534195,2.534195,,,,
TIG006_1093028,LG4,73.86363636,TIG006,1093028,2800287,2.800287,,,,
TIG006_1093046,LG4,73.86363636,TIG006,1093046,2800305,2.800305,,,,
TIG006_1097207,LG4,73.86363636,TIG006,1097207,2804466,2.804466,,,,
TIG006_1128764,LG4,73.86363636,TIG006,1128764,2836023,2.836023,,,,
TIG006_1140120,LG4,73.86363636,TIG006,1140120,2847379,2.847379,,,,
TIG006_1257705,LG4,73.86363636,TIG006,1257705,2964964,2.964964,,,,
TIG006_1269594,LG4,73.86363636,TIG006,1269594,2976853,2.976853,,,,
TIG006_1269618,LG4,73.86363636,TIG006,1269618,2976877,2.976877,,,,
TIG006_1342385,LG4,73.86363636,TIG006,1342385,3049644,3.049644,,,,
TIG006_1342494,LG4,73.86363636,TIG006,1342494,3049753,3.049753,,,,
TIG006_1356666,LG4,73.86363636,TIG006,1356666,3063925,3.063925,,,,
TIG006_1391113,LG4,73.86363636,TIG006,1391113,3098372,3.098372,,,,
TIG006_1459307,LG4,76.13636364,TIG006,1459307,3166566,3.166566,,,,
TIG006_1459312,LG4,76.13636364,TIG006,1459312,3166571,3.166571,,,,
TIG006_1465840,LG4,76.13636364,TIG006,1465840,3173099,3.173099,,,,
TIG006_1619395,LG4,76.13636364,TIG006,1619395,3326654,3.326654,,,,
TIG006_1631944,LG4,76.13636364,TIG006,1631944,3339203,3.339203,,,,
TIG006_1664443,LG4,76.13636364,TIG006,1664443,3371702,3.371702,,,,
TIG006_1664494,LG4,76.13636364,TIG006,1664494,3371753,3.371753,,,,
TIG006_1664512,LG4,76.13636364,TIG006,1664512,3371771,3.371771,,,,
TIG006_1664579,LG4,76.13636364,TIG006,1664579,3371838,3.371838,,,,
TIG006_1664584,LG4,76.13636364,TIG006,1664584,3371843,3.371843,,,,
TIG006_1723580,LG4,76.13636364,TIG006,1723580,3430839,3.430839,,,,
TIG006_1734594,LG4,76.13636364,TIG006,1734594,3441853,3.441853,,,,
TIG006_1734610,LG4,76.13636364,TIG006,1734610,3441869,3.441869,,,,
TIG006_1734624,LG4,76.13636364,TIG006,1734624,3441883,3.441883,,,,
TIG006_1734689,LG4,76.13636364,TIG006,1734689,3441948,3.441948,,,,
TIG006_1734730,LG4,76.13636364,TIG006,1734730,3441989,3.441989,,,,
TIG006_1783170,LG4,76.13636364,TIG006,1783170,3490429,3.490429,,,,
TIG006_1935217,LG4,76.13636364,TIG006,1935217,3642476,3.642476,,,,
TIG006_1935223,LG4,76.13636364,TIG006,1935223,3642482,3.642482,,,,
TIG006_1966682,LG4,86.36363636,TIG006,1966682,3673941,3.673941,,,,
TIG006_1966746,LG4,86.36363636,TIG006,1966746,3674005,3.674005,,,,
TIG006_1970236,LG4,87.5,TIG006,1970236,3677495,3.677495,,,,
TIG006_1970242,LG4,87.5,TIG006,1970242,3677501,3.677501,,,,
TIG006_1970257,LG4,87.5,TIG006,1970257,3677516,3.677516,,,,
TIG006_1986924,LG4,87.5,TIG006,1986924,3694183,3.694183,,,,
TIG006_1986959,LG4,87.5,TIG006,1986959,3694218,3.694218,,,,
TIG006_1986964,LG4,87.5,TIG006,1986964,3694223,3.694223,,,,
TIG006_1986980,LG4,87.5,TIG006,1986980,3694239,3.694239,,,,
TIG006_1986985,LG4,87.5,TIG006,1986985,3694244,3.694244,,,,
TIG006_1986990,LG4,87.5,TIG006,1986990,3694249,3.694249,,,,
TIG006_1987289,LG4,87.5,TIG006,1987289,3694548,3.694548,,,,
TIG006_1994763,LG4,87.5,TIG006,1994763,3702022,3.702022,,,,
TIG006_1994928,LG4,87.5,TIG006,1994928,3702187,3.702187,,,,
TIG006_1994933,LG4,87.5,TIG006,1994933,3702192,3.702192,,,,
TIG006_1994954,LG4,87.5,TIG006,1994954,3702213,3.702213,,,,
