N,marker1,marker2,TIG_marker1,position in bp_marker1,markerdist,genetic_distance,LG
0,TIG116_187305,TIG116_187321,TIG116,187305,16,0,LG3b
0,TIG116_187321,TIG116_195722,TIG116,187321,8401,0,LG3b
0,TIG116_195722,TIG116_195762,TIG116,195722,40,0,LG3b
0,TIG116_195762,TIG116_195941,TIG116,195762,179,0,LG3b
0,TIG116_195941,TIG116_195949,TIG116,195941,8,0,LG3b
0,TIG116_195949,TIG116_201867,TIG116,195949,5918,0,LG3b
0,TIG116_201867,TIG116_201903,TIG116,201867,36,0,LG3b
0,TIG116_201903,TIG116_201907,TIG116,201903,4,0,LG3b
0,TIG116_201907,TIG116_201910,TIG116,201907,3,0,LG3b
0,TIG116_201910,TIG116_201919,TIG116,201910,9,0,LG3b
0,TIG116_201919,TIG116_204196,TIG116,201919,2277,0,LG3b
0,TIG116_204196,TIG116_204411,TIG116,204196,215,0,LG3b
0,TIG116_204411,TIG116_248013,TIG116,204411,43602,0,LG3b
0,TIG116_248013,TIG116_248154,TIG116,248013,141,0,LG3b
0,TIG116_248154,TIG116_248156,TIG116,248154,2,0,LG3b
0,TIG116_248156,TIG116_248274,TIG116,248156,118,0,LG3b
0,TIG116_248274,TIG116_248284,TIG116,248274,10,0,LG3b
0,TIG116_248284,TIG116_248457,TIG116,248284,173,0,LG3b
0,TIG116_248457,TIG116_248494,TIG116,248457,37,0,LG3b
0,TIG116_248494,TIG116_320674,TIG116,248494,72180,0,LG3b
0,TIG116_320674,TIG116_320898,TIG116,320674,224,0,LG3b
0,TIG116_320898,TIG116_326734,TIG116,320898,5836,0,LG3b
0,TIG116_326734,TIG116_332739,TIG116,326734,6005,0,LG3b
0,TIG116_332739,TIG116_332918,TIG116,332739,179,0,LG3b
0,TIG116_332918,TIG116_336034,TIG116,332918,3116,0,LG3b
0,TIG116_336034,TIG116_344033,TIG116,336034,7999,0,LG3b
0,TIG116_344033,TIG116_344062,TIG116,344033,29,0,LG3b
0,TIG116_344062,TIG116_347568,TIG116,344062,3506,0,LG3b
0,TIG116_347568,TIG116_367145,TIG116,347568,19577,0,LG3b
0,TIG116_367145,TIG116_367152,TIG116,367145,7,0,LG3b
0,TIG116_367152,TIG116_367160,TIG116,367152,8,0,LG3b
0,TIG116_367160,TIG116_367191,TIG116,367160,31,0,LG3b
0,TIG116_367191,TIG116_367214,TIG116,367191,23,0,LG3b
0,TIG116_367214,TIG116_367247,TIG116,367214,33,0,LG3b
0,TIG116_367247,TIG116_367287,TIG116,367247,40,0,LG3b
0,TIG116_367287,TIG116_367310,TIG116,367287,23,0,LG3b
1,TIG116_367310,TIG116_379437,TIG116,367310,12127,1.13636364,LG3b
3,TIG116_379437,TIG116_417696,TIG116,379437,38259,3.40909091,LG3b
10,TIG116_417696,TIG116_475881,TIG116,417696,58185,11.36363636,LG3b
0,TIG116_475881,TIG116_561998,TIG116,475881,86117,0,LG3b
1,TIG116_561998,TIG116_628840,TIG116,561998,66842,1.13636364,LG3b
0,TIG116_628840,TIG116_628861,TIG116,628840,21,0,LG3b
0,TIG116_628861,TIG116_650530,TIG116,628861,21669,0,LG3b
0,TIG116_650530,TIG116_650582,TIG116,650530,52,0,LG3b
0,TIG116_650582,TIG116_692253,TIG116,650582,41671,0,LG3b
0,TIG116_692253,TIG116_726941,TIG116,692253,34688,0,LG3b
0,TIG116_726941,TIG116_726976,TIG116,726941,35,0,LG3b
0,TIG116_726976,TIG116_727004,TIG116,726976,28,0,LG3b
0,TIG116_727004,TIG116_727046,TIG116,727004,42,0,LG3b
0,TIG116_727046,TIG116_727134,TIG116,727046,88,0,LG3b
0,TIG116_727134,TIG116_727197,TIG116,727134,63,0,LG3b
0,TIG116_727197,TIG116_727215,TIG116,727197,18,0,LG3b
0,TIG116_727215,TIG116_727236,TIG116,727215,21,0,LG3b
0,TIG116_727236,TIG116_727364,TIG116,727236,128,0,LG3b
0,TIG116_727364,TIG116_727487,TIG116,727364,123,0,LG3b
0,TIG116_727487,TIG116_727595,TIG116,727487,108,0,LG3b
0,TIG116_727595,TIG116_727668,TIG116,727595,73,0,LG3b
1,TIG116_727668,TIG116_796303,TIG116,727668,68635,1.13636364,LG3b
0,TIG116_796303,TIG116_796442,TIG116,796303,139,0,LG3b
38,TIG116_796442,TIG116_900736,TIG116,796442,104294,43.18181818,LG3b
4,TIG116_900736,TIG116_925849,TIG116,900736,25113,4.54545454,LG3b
0,TIG116_925849,TIG116_983348,TIG116,925849,57499,0,LG3b
0,TIG116_983348,TIG116_983390,TIG116,983348,42,0,LG3b
0,TIG116_983390,TIG116_983396,TIG116,983390,6,0,LG3b
1,TIG116_983396,TIG116_988723,TIG116,983396,5327,1.13636364,LG3b
0,TIG116_988723,TIG116_988726,TIG116,988723,3,0,LG3b
0,TIG116_988726,TIG116_988739,TIG116,988726,13,0,LG3b
0,TIG116_988739,TIG116_988743,TIG116,988739,4,0,LG3b
0,TIG116_988743,TIG116_988777,TIG116,988743,34,0,LG3b
0,TIG116_988777,TIG116_988800,TIG116,988777,23,0,LG3b
0,TIG116_988800,TIG116_988944,TIG116,988800,144,0,LG3b
0,TIG116_988944,TIG116_999438,TIG116,988944,10494,0,LG3b
1,TIG116_999438,TIG116_1023193,TIG116,999438,23755,1.13636364,LG3b
0,TIG116_1023193,TIG116_1026633,TIG116,1023193,3440,0,LG3b
0,TIG116_1026633,TIG116_1038617,TIG116,1026633,11984,0,LG3b
1,TIG116_1038617,TIG116_1062612,TIG116,1038617,23995,1.13636363,LG3b
0,TIG116_1062612,TIG116_1062682,TIG116,1062612,70,0,LG3b
0,TIG116_1062682,TIG116_1062721,TIG116,1062682,39,0,LG3b
0,TIG116_1062721,TIG116_1144112,TIG116,1062721,81391,0,LG3b
0,TIG116_1144112,TIG116_1181399,TIG116,1144112,37287,0,LG3b
0,TIG116_1181399,TIG116_1183418,TIG116,1181399,2019,0,LG3b
0,TIG116_1183418,TIG116_1207376,TIG116,1183418,23958,0,LG3b
0,TIG116_1207376,TIG116_1207405,TIG116,1207376,29,0,LG3b
0,TIG116_1207405,TIG116_1207469,TIG116,1207405,64,0,LG3b
0,TIG116_1207469,TIG116_1209492,TIG116,1207469,2023,0,LG3b
0,TIG116_1209492,TIG116_1209571,TIG116,1209492,79,0,LG3b
0,TIG116_1209571,TIG116_1209612,TIG116,1209571,41,0,LG3b
0,TIG116_1209612,TIG116_1209619,TIG116,1209612,7,0,LG3b
0,TIG116_1209619,TIG116_1217116,TIG116,1209619,7497,0,LG3b
0,TIG116_1217116,TIG116_1217125,TIG116,1217116,9,0,LG3b
0,TIG116_1217125,TIG116_1247831,TIG116,1217125,30706,0,LG3b
0,TIG116_1247831,TIG116_1253161,TIG116,1247831,5330,0,LG3b
0,TIG116_1253161,TIG116_1253217,TIG116,1253161,56,0,LG3b
0,TIG116_1253217,TIG116_1253224,TIG116,1253217,7,0,LG3b
0,TIG116_1253224,TIG116_1262739,TIG116,1253224,9515,0,LG3b
0,TIG116_1262739,TIG116_1262744,TIG116,1262739,5,0,LG3b
0,TIG116_1262744,TIG116_1262828,TIG116,1262744,84,0,LG3b
0,TIG116_1262828,TIG116_1297550,TIG116,1262828,34722,0,LG3b
0,TIG116_1297550,TIG116_1298648,TIG116,1297550,1098,0,LG3b
0,TIG116_1298648,TIG116_1298661,TIG116,1298648,13,0,LG3b
0,TIG116_1298661,TIG116_1312576,TIG116,1298661,13915,0,LG3b
0,TIG116_1312576,TIG116_1312613,TIG116,1312576,37,0,LG3b
0,TIG116_1312613,TIG116_1356596,TIG116,1312613,43983,0,LG3b
0,TIG116_1356596,TIG116_1403816,TIG116,1356596,47220,0,LG3b
0,TIG116_1403816,TIG116_1403852,TIG116,1403816,36,0,LG3b
0,TIG116_1403852,TIG116_1403900,TIG116,1403852,48,0,LG3b
0,TIG116_1403900,TIG116_1469827,TIG116,1403900,65927,0,LG3b
0,TIG116_1469827,TIG116_1470076,TIG116,1469827,249,0,LG3b
0,TIG116_1470076,TIG116_1494331,TIG116,1470076,24255,0,LG3b
0,TIG116_1494331,TIG116_1494365,TIG116,1494331,34,0,LG3b
0,TIG116_1494365,TIG116_1500729,TIG116,1494365,6364,0,LG3b
0,TIG116_1500729,TIG116_1500750,TIG116,1500729,21,0,LG3b
0,TIG116_1500750,TIG116_1500758,TIG116,1500750,8,0,LG3b
0,TIG116_1500758,TIG116_1500759,TIG116,1500758,1,0,LG3b
0,TIG116_1500759,TIG116_1500881,TIG116,1500759,122,0,LG3b
0,TIG116_1500881,TIG116_1506601,TIG116,1500881,5720,0,LG3b
0,TIG116_1506601,TIG116_1506609,TIG116,1506601,8,0,LG3b
0,TIG116_1506609,TIG116_1506649,TIG116,1506609,40,0,LG3b
0,TIG116_1506649,TIG116_1506663,TIG116,1506649,14,0,LG3b
0,TIG116_1506663,TIG116_1514483,TIG116,1506663,7820,0,LG3b
0,TIG116_1514483,TIG116_1578217,TIG116,1514483,63734,0,LG3b
0,TIG116_1578217,TIG116_1603110,TIG116,1578217,24893,0,LG3b
10,TIG116_1603110,TIG116_1765601,TIG116,1603110,162491,11.36363637,LG3b
0,TIG116_1765601,TIG116_1765713,TIG116,1765601,112,0,LG3b
0,TIG116_1765713,TIG116_1765724,TIG116,1765713,11,0,LG3b
0,TIG116_1765724,TIG116_1765781,TIG116,1765724,57,0,LG3b
0,TIG116_1765781,TIG116_1788629,TIG116,1765781,22848,0,LG3b
0,TIG116_1788629,TIG116_1809009,TIG116,1788629,20380,0,LG3b
0,TIG116_1809009,TIG116_1826174,TIG116,1809009,17165,0,LG3b
0,TIG116_1826174,TIG116_1826284,TIG116,1826174,110,0,LG3b
0,TIG116_1826284,TIG116_1826347,TIG116,1826284,63,0,LG3b
0,TIG116_1826347,TIG116_1897166,TIG116,1826347,70819,0,LG3b
0,TIG116_1897166,TIG116_1897233,TIG116,1897166,67,0,LG3b
0,TIG116_1897233,TIG116_1897239,TIG116,1897233,6,0,LG3b
0,TIG116_1897239,TIG116_1932853,TIG116,1897239,35614,0,LG3b
0,TIG116_1932853,TIG116_1933119,TIG116,1932853,266,0,LG3b
0,TIG116_1933119,TIG116_1934373,TIG116,1933119,1254,0,LG3b
0,TIG116_1934373,TIG116_1954100,TIG116,1934373,19727,0,LG3b
0,TIG116_1954100,TIG116_1954219,TIG116,1954100,119,0,LG3b
0,TIG116_1954219,TIG116_1977750,TIG116,1954219,23531,0,LG3b
0,TIG116_1977750,TIG116_2013499,TIG116,1977750,35749,0,LG3b
2,TIG116_2013499,TIG116_2154510,TIG116,2013499,141011,2.27272727,LG3b
0,TIG116_2154510,TIG116_2154566,TIG116,2154510,56,0,LG3b
0,TIG116_2154566,TIG116_2154720,TIG116,2154566,154,0,LG3b
0,TIG116_2154720,TIG116_2154738,TIG116,2154720,18,0,LG3b
0,TIG116_2154738,TIG116_2154747,TIG116,2154738,9,0,LG3b
0,TIG116_2154747,TIG116_2154788,TIG116,2154747,41,0,LG3b
0,TIG116_2154788,TIG116_2154871,TIG116,2154788,83,0,LG3b
0,TIG116_2154871,TIG116_2154966,TIG116,2154871,95,0,LG3b
0,TIG116_2154966,TIG116_2154989,TIG116,2154966,23,0,LG3b
0,TIG116_2154989,TIG116_2154995,TIG116,2154989,6,0,LG3b
0,TIG116_2154995,TIG116_2155006,TIG116,2154995,11,0,LG3b
3,TIG116_2155006,TIG116_2248554,TIG116,2155006,93548,3.40909091,LG3b
0,TIG116_2248554,TIG116_2249389,TIG116,2248554,835,0,LG3b
0,TIG116_2249389,TIG116_2267067,TIG116,2249389,17678,0,LG3b
0,TIG116_2267067,TIG116_2410974,TIG116,2267067,143907,0,LG3b
0,TIG116_2410974,TIG116_2491837,TIG116,2410974,80863,0,LG3b
0,TIG116_2491837,TIG116_2491844,TIG116,2491837,7,0,LG3b
0,TIG116_2491844,TIG116_2545470,TIG116,2491844,53626,0,LG3b
0,TIG116_2545470,TIG116_2545510,TIG116,2545470,40,0,LG3b
0,TIG116_2545510,TIG116_2545517,TIG116,2545510,7,0,LG3b
0,TIG116_2545517,TIG116_2545547,TIG116,2545517,30,0,LG3b
0,TIG116_2545547,TIG116_2545712,TIG116,2545547,165,0,LG3b
0,TIG116_2545712,TIG116_2545735,TIG116,2545712,23,0,LG3b
0,TIG116_2545735,TIG116_2564425,TIG116,2545735,18690,0,LG3b
0,TIG116_2564425,TIG116_2564433,TIG116,2564425,8,0,LG3b
0,TIG116_2564433,TIG116_2564442,TIG116,2564433,9,0,LG3b
0,TIG116_2564442,TIG116_2564449,TIG116,2564442,7,0,LG3b
1,TIG116_2564449,TIG116_2683025,TIG116,2564449,118576,1.13636363,LG3b
0,TIG116_2683025,TIG116_2693614,TIG116,2683025,10589,0,LG3b
0,TIG116_2693614,TIG116_2693664,TIG116,2693614,50,0,LG3b
0,TIG116_2693664,TIG116_2706181,TIG116,2693664,12517,0,LG3b
1,TIG116_2706181,TIG116_2890055,TIG116,2706181,183874,1.13636364,LG3b
0,TIG116_2890055,TIG116_2890214,TIG116,2890055,159,0,LG3b
1,TIG116_2890214,TIG116_3068225,TIG116,2890214,178011,1.1363636,LG3b
0,TIG116_3068225,TIG116_3068260,TIG116,3068225,35,0,LG3b
0,TIG116_3068260,TIG116_3155207,TIG116,3068260,86947,0,LG3b
0,TIG116_3155207,TIG116_3156559,TIG116,3155207,1352,0,LG3b
0,TIG116_3156559,TIG116_3301765,TIG116,3156559,145206,0,LG3b
1,TIG116_3301765,TIG116_3339084,TIG116,3301765,37319,1.1363637,LG3b
0,TIG116_3339084,TIG116_3339124,TIG116,3339084,40,0,LG3b
9,TIG116_3339124,TIG116_3631312,TIG116,3339124,292188,10.2272727,LG3b
0,TIG116_3631312,TIG116_3635066,TIG116,3631312,3754,0,LG3b
0,TIG116_3635066,TIG116_3635120,TIG116,3635066,54,0,LG3b
0,TIG116_3635120,TIG116_3738041,TIG116,3635120,102921,0,LG3b
0,TIG116_3738041,TIG116_3738103,TIG116,3738041,62,0,LG3b
0,TIG116_3738103,TIG116_3907119,TIG116,3738103,169016,0,LG3b
0,TIG116_3907119,TIG116_3907166,TIG116,3907119,47,0,LG3b
9,TIG116_3907166,TIG116_4025204,TIG116,3907166,118038,10.2272727,LG3b
0,TIG116_4025204,TIG116_4025280,TIG116,4025204,76,0,LG3b
0,TIG116_4025280,TIG116_4025316,TIG116,4025280,36,0,LG3b
0,TIG116_4025316,TIG116_4131264,TIG116,4025316,105948,0,LG3b
0,TIG116_4131264,TIG116_4131400,TIG116,4131264,136,0,LG3b
0,TIG123_1477698,TIG123_1456135,TIG123,1477698,21563,0,LG4
0,TIG123_1456135,TIG123_1456087,TIG123,1456135,48,0,LG4
0,TIG123_1456087,TIG123_1456010,TIG123,1456087,77,0,LG4
0,TIG123_1456010,TIG123_1455371,TIG123,1456010,639,0,LG4
0,TIG123_1455371,TIG123_1455361,TIG123,1455371,10,0,LG4
0,TIG123_1455361,TIG123_1455338,TIG123,1455361,23,0,LG4
0,TIG123_1455338,TIG123_1455247,TIG123,1455338,91,0,LG4
0,TIG123_1455247,TIG123_1455240,TIG123,1455247,7,0,LG4
0,TIG123_1455240,TIG123_1429358,TIG123,1455240,25882,0,LG4
0,TIG123_1429358,TIG123_1429336,TIG123,1429358,22,0,LG4
0,TIG123_1429336,TIG123_1429294,TIG123,1429336,42,0,LG4
1,TIG123_1429294,TIG123_1406612,TIG123,1429294,22682,1.136363636,LG4
0,TIG123_1406612,TIG123_1406551,TIG123,1406612,61,0,LG4
4,TIG123_1406551,TIG123_1015723,TIG123,1406551,390828,4.545454546,LG4
0,TIG123_1015723,TIG123_1015697,TIG123,1015723,26,0,LG4
0,TIG123_1015697,TIG123_942669,TIG123,1015697,73028,0,LG4
0,TIG123_942669,TIG123_917485,TIG123,942669,25184,0,LG4
0,TIG123_917485,TIG123_911641,TIG123,917485,5844,0,LG4
0,TIG123_911641,TIG123_911640,TIG123,911641,1,0,LG4
0,TIG123_911640,TIG123_911613,TIG123,911640,27,0,LG4
0,TIG123_911613,TIG123_853337,TIG123,911613,58276,0,LG4
0,TIG123_853337,TIG123_853322,TIG123,853337,15,0,LG4
0,TIG123_853322,TIG123_795395,TIG123,853322,57927,0,LG4
0,TIG123_795395,TIG123_795376,TIG123,795395,19,0,LG4
0,TIG123_795376,TIG123_795359,TIG123,795376,17,0,LG4
0,TIG123_795359,TIG123_795297,TIG123,795359,62,0,LG4
0,TIG123_795297,TIG123_795268,TIG123,795297,29,0,LG4
0,TIG123_795268,TIG123_778673,TIG123,795268,16595,0,LG4
13,TIG123_778673,TIG123_684278,TIG123,778673,94395,14.77272727,LG4
0,TIG123_684278,TIG123_684238,TIG123,684278,40,0,LG4
3,TIG123_684238,TIG123_437993,TIG123,684238,246245,3.40909091,LG4
0,TIG123_437993,TIG123_437934,TIG123,437993,59,0,LG4
0,TIG123_437934,TIG123_363403,TIG123,437934,74531,0,LG4
0,TIG123_363403,TIG123_336785,TIG123,363403,26618,0,LG4
14,TIG123_336785,TIG123_200103,TIG123,336785,136682,15.90909091,LG4
1,TIG123_200103,TIG123_183977,TIG123,200103,16126,1.13636364,LG4
0,TIG123_183977,TIG123_180646,TIG123,183977,3331,0,LG4
0,TIG123_180646,TIG123_180436,TIG123,180646,210,0,LG4
0,TIG123_180436,TIG123_172681,TIG123,180436,7755,0,LG4
0,TIG123_172681,TIG123_134350,TIG123,172681,38331,0,LG4
0,TIG006_138943,TIG006_140083,TIG006,138943,1140,0,LG4
0,TIG006_140083,TIG006_149780,TIG006,140083,9697,0,LG4
0,TIG006_149780,TIG006_149846,TIG006,149780,66,0,LG4
0,TIG006_149846,TIG006_178179,TIG006,149846,28333,0,LG4
0,TIG006_178179,TIG006_178202,TIG006,178179,23,0,LG4
0,TIG006_178202,TIG006_178211,TIG006,178202,9,0,LG4
0,TIG006_178211,TIG006_338148,TIG006,178211,159937,0,LG4
0,TIG006_338148,TIG006_428395,TIG006,338148,90247,0,LG4
0,TIG006_428395,TIG006_518769,TIG006,428395,90374,0,LG4
3,TIG006_518769,TIG006_596161,TIG006,518769,77392,3.40909091,LG4
0,TIG006_596161,TIG006_735258,TIG006,596161,139097,0,LG4
0,TIG006_735258,TIG006_755583,TIG006,735258,20325,0,LG4
0,TIG006_755583,TIG006_756501,TIG006,755583,918,0,LG4
0,TIG006_756501,TIG006_756615,TIG006,756501,114,0,LG4
20,TIG006_756615,TIG006_790338,TIG006,756615,33723,22.72727272,LG4
0,TIG006_790338,TIG006_790382,TIG006,790338,44,0,LG4
0,TIG006_790382,TIG006_790498,TIG006,790382,116,0,LG4
0,TIG006_790498,TIG006_790510,TIG006,790498,12,0,LG4
0,TIG006_790510,TIG006_790516,TIG006,790510,6,0,LG4
0,TIG006_790516,TIG006_790598,TIG006,790516,82,0,LG4
0,TIG006_790598,TIG006_790615,TIG006,790598,17,0,LG4
0,TIG006_790615,TIG006_790643,TIG006,790615,28,0,LG4
0,TIG006_790643,TIG006_790662,TIG006,790643,19,0,LG4
0,TIG006_790662,TIG006_807307,TIG006,790662,16645,0,LG4
0,TIG006_807307,TIG006_807316,TIG006,807307,9,0,LG4
0,TIG006_807316,TIG006_808957,TIG006,807316,1641,0,LG4
0,TIG006_808957,TIG006_808999,TIG006,808957,42,0,LG4
0,TIG006_808999,TIG006_813929,TIG006,808999,4930,0,LG4
0,TIG006_813929,TIG006_822774,TIG006,813929,8845,0,LG4
0,TIG006_822774,TIG006_826936,TIG006,822774,4162,0,LG4
0,TIG006_826936,TIG006_1093028,TIG006,826936,266092,0,LG4
0,TIG006_1093028,TIG006_1093046,TIG006,1093028,18,0,LG4
0,TIG006_1093046,TIG006_1097207,TIG006,1093046,4161,0,LG4
0,TIG006_1097207,TIG006_1128764,TIG006,1097207,31557,0,LG4
0,TIG006_1128764,TIG006_1140120,TIG006,1128764,11356,0,LG4
0,TIG006_1140120,TIG006_1257705,TIG006,1140120,117585,0,LG4
0,TIG006_1257705,TIG006_1269594,TIG006,1257705,11889,0,LG4
0,TIG006_1269594,TIG006_1269618,TIG006,1269594,24,0,LG4
0,TIG006_1269618,TIG006_1342385,TIG006,1269618,72767,0,LG4
0,TIG006_1342385,TIG006_1342494,TIG006,1342385,109,0,LG4
0,TIG006_1342494,TIG006_1356666,TIG006,1342494,14172,0,LG4
0,TIG006_1356666,TIG006_1391113,TIG006,1356666,34447,0,LG4
2,TIG006_1391113,TIG006_1459307,TIG006,1391113,68194,2.27272728,LG4
0,TIG006_1459307,TIG006_1459312,TIG006,1459307,5,0,LG4
0,TIG006_1459312,TIG006_1465840,TIG006,1459312,6528,0,LG4
0,TIG006_1465840,TIG006_1619395,TIG006,1465840,153555,0,LG4
0,TIG006_1619395,TIG006_1631944,TIG006,1619395,12549,0,LG4
0,TIG006_1631944,TIG006_1664443,TIG006,1631944,32499,0,LG4
0,TIG006_1664443,TIG006_1664494,TIG006,1664443,51,0,LG4
0,TIG006_1664494,TIG006_1664512,TIG006,1664494,18,0,LG4
0,TIG006_1664512,TIG006_1664579,TIG006,1664512,67,0,LG4
0,TIG006_1664579,TIG006_1664584,TIG006,1664579,5,0,LG4
0,TIG006_1664584,TIG006_1723580,TIG006,1664584,58996,0,LG4
0,TIG006_1723580,TIG006_1734594,TIG006,1723580,11014,0,LG4
0,TIG006_1734594,TIG006_1734610,TIG006,1734594,16,0,LG4
0,TIG006_1734610,TIG006_1734624,TIG006,1734610,14,0,LG4
0,TIG006_1734624,TIG006_1734689,TIG006,1734624,65,0,LG4
0,TIG006_1734689,TIG006_1734730,TIG006,1734689,41,0,LG4
0,TIG006_1734730,TIG006_1783170,TIG006,1734730,48440,0,LG4
0,TIG006_1783170,TIG006_1935217,TIG006,1783170,152047,0,LG4
0,TIG006_1935217,TIG006_1935223,TIG006,1935217,6,0,LG4
9,TIG006_1935223,TIG006_1966682,TIG006,1935223,31459,10.22727272,LG4
0,TIG006_1966682,TIG006_1966746,TIG006,1966682,64,0,LG4
1,TIG006_1966746,TIG006_1970236,TIG006,1966746,3490,1.13636364,LG4
0,TIG006_1970236,TIG006_1970242,TIG006,1970236,6,0,LG4
0,TIG006_1970242,TIG006_1970257,TIG006,1970242,15,0,LG4
0,TIG006_1970257,TIG006_1986924,TIG006,1970257,16667,0,LG4
0,TIG006_1986924,TIG006_1986959,TIG006,1986924,35,0,LG4
0,TIG006_1986959,TIG006_1986964,TIG006,1986959,5,0,LG4
0,TIG006_1986964,TIG006_1986980,TIG006,1986964,16,0,LG4
0,TIG006_1986980,TIG006_1986985,TIG006,1986980,5,0,LG4
0,TIG006_1986985,TIG006_1986990,TIG006,1986985,5,0,LG4
0,TIG006_1986990,TIG006_1987289,TIG006,1986990,299,0,LG4
0,TIG006_1987289,TIG006_1994763,TIG006,1987289,7474,0,LG4
0,TIG006_1994763,TIG006_1994928,TIG006,1994763,165,0,LG4
0,TIG006_1994928,TIG006_1994933,TIG006,1994928,5,0,LG4
0,TIG006_1994933,TIG006_1994954,TIG006,1994933,21,0,LG4
0,TIG006_1994954,TIG006_1994971,TIG006,1994954,17,0,LG4
0,TIG006_1994971,TIG006_1995090,TIG006,1994971,119,0,LG4
0,TIG006_1995090,TIG006_2005374,TIG006,1995090,10284,0,LG4
0,TIG006_2005374,TIG006_2005395,TIG006,2005374,21,0,LG4
0,TIG006_2005395,TIG006_2029346,TIG006,2005395,23951,0,LG4
0,TIG006_2029346,TIG006_2029352,TIG006,2029346,6,0,LG4
0,TIG006_2029352,TIG006_2029578,TIG006,2029352,226,0,LG4
0,TIG006_2029578,TIG006_2044087,TIG006,2029578,14509,0,LG4
0,TIG006_2044087,TIG006_2095957,TIG006,2044087,51870,0,LG4
0,TIG006_2095957,TIG006_2096078,TIG006,2095957,121,0,LG4
0,TIG006_2096078,TIG006_2096282,TIG006,2096078,204,0,LG4
0,TIG006_2096282,TIG006_2120394,TIG006,2096282,24112,0,LG4
0,TIG006_2120394,TIG006_2120428,TIG006,2120394,34,0,LG4
6,TIG006_2120428,TIG006_2203707,TIG006,2120428,83279,6.81818182,LG4
1,TIG006_2203707,TIG006_2203711,TIG006,2203707,4,1.13636363,LG4
0,TIG006_2203711,TIG006_2203718,TIG006,2203711,7,0,LG4
2,TIG009_184523,TIG009_206088,TIG009,184523,21565,2.272727273,LG5_LG11
0,TIG009_206088,TIG009_214657,TIG009,206088,8569,0,LG5_LG11
0,TIG009_214657,TIG009_214669,TIG009,214657,12,0,LG5_LG11
0,TIG009_214669,TIG009_214693,TIG009,214669,24,0,LG5_LG11
0,TIG009_214693,TIG009_214700,TIG009,214693,7,0,LG5_LG11
0,TIG009_214700,TIG009_214741,TIG009,214700,41,0,LG5_LG11
0,TIG009_214741,TIG009_214774,TIG009,214741,33,0,LG5_LG11
0,TIG009_214774,TIG009_214814,TIG009,214774,40,0,LG5_LG11
0,TIG009_214814,TIG009_214823,TIG009,214814,9,0,LG5_LG11
0,TIG009_214823,TIG009_216202,TIG009,214823,1379,0,LG5_LG11
0,TIG009_216202,TIG009_216214,TIG009,216202,12,0,LG5_LG11
0,TIG009_216214,TIG009_216220,TIG009,216214,6,0,LG5_LG11
0,TIG009_216220,TIG009_216257,TIG009,216220,37,0,LG5_LG11
0,TIG009_216257,TIG009_216287,TIG009,216257,30,0,LG5_LG11
0,TIG009_216287,TIG009_216325,TIG009,216287,38,0,LG5_LG11
0,TIG009_216325,TIG009_216335,TIG009,216325,10,0,LG5_LG11
0,TIG009_216335,TIG009_216425,TIG009,216335,90,0,LG5_LG11
0,TIG009_216425,TIG009_216437,TIG009,216425,12,0,LG5_LG11
0,TIG009_216437,TIG009_216445,TIG009,216437,8,0,LG5_LG11
1,TIG009_216445,TIG009_243420,TIG009,216445,26975,1.136363636,LG5_LG11
0,TIG009_243420,TIG009_243431,TIG009,243420,11,0,LG5_LG11
0,TIG009_243431,TIG009_243455,TIG009,243431,24,0,LG5_LG11
0,TIG009_243455,TIG009_255651,TIG009,243455,12196,0,LG5_LG11
0,TIG009_255651,TIG009_255749,TIG009,255651,98,0,LG5_LG11
0,TIG009_255749,TIG009_255768,TIG009,255749,19,0,LG5_LG11
0,TIG009_255768,TIG009_255797,TIG009,255768,29,0,LG5_LG11
0,TIG009_255797,TIG009_255839,TIG009,255797,42,0,LG5_LG11
0,TIG009_255839,TIG009_255888,TIG009,255839,49,0,LG5_LG11
0,TIG009_255888,TIG009_255889,TIG009,255888,1,0,LG5_LG11
0,TIG009_255889,TIG009_255942,TIG009,255889,53,0,LG5_LG11
0,TIG009_255942,TIG009_294001,TIG009,255942,38059,0,LG5_LG11
0,TIG009_294001,TIG009_307138,TIG009,294001,13137,0,LG5_LG11
0,TIG009_307138,TIG009_307154,TIG009,307138,16,0,LG5_LG11
0,TIG009_307154,TIG009_313406,TIG009,307154,6252,0,LG5_LG11
0,TIG009_313406,TIG009_314149,TIG009,313406,743,0,LG5_LG11
0,TIG009_314149,TIG009_353307,TIG009,314149,39158,0,LG5_LG11
0,TIG009_353307,TIG009_361217,TIG009,353307,7910,0,LG5_LG11
0,TIG009_361217,TIG009_361281,TIG009,361217,64,0,LG5_LG11
0,TIG009_361281,TIG009_361323,TIG009,361281,42,0,LG5_LG11
0,TIG009_361323,TIG009_361449,TIG009,361323,126,0,LG5_LG11
0,TIG009_361449,TIG009_382901,TIG009,361449,21452,0,LG5_LG11
0,TIG009_382901,TIG009_382914,TIG009,382901,13,0,LG5_LG11
0,TIG009_382914,TIG009_416682,TIG009,382914,33768,0,LG5_LG11
0,TIG009_416682,TIG009_447376,TIG009,416682,30694,0,LG5_LG11
0,TIG009_447376,TIG009_447633,TIG009,447376,257,0,LG5_LG11
0,TIG009_447633,TIG009_451850,TIG009,447633,4217,0,LG5_LG11
0,TIG009_451850,TIG009_451867,TIG009,451850,17,0,LG5_LG11
